OBJECTID,RegionID,COUNT,AREA,MEAN
336,349,3846798,16.696166532239882,22.061515057458177
337,350,5578772,24.213412390616028,29.695566336104076
338,351,24509673,106.378755021382318,13.518435435674723
339,352,1817910,7.890231850132033,9.868614507868926
340,353,2424845,10.524497500224658,14.582166695190827
341,354,9294,0.040338528758369,18.817301484828921
342,355,10310803,44.751734811424612,26.672445201406720
343,356,1056342,4.584816241195753,21.665749350115778
344,357,42054710,182.529064854732127,24.615029493723771
345,358,8832465,38.335339295221672,18.050717325231403
346,359,976,0.004236109755559,21.812500000000000
347,360,15138406,65.704866127272453,11.339610854669903
348,361,6502,0.028220477080581,45.343125192248536
349,362,9843,0.042721340495871,29.582444376714417
350,363,7432,0.032256934122251,33.500807319698602
351,364,17343,0.075273413412567,26.009340944473273
352,365,233,0.001011284398612,72.987124463519308
353,366,581408,2.523471414713360,18.157749807364191
354,367,2712111,11.771311337356325,18.217124594089253
355,368,4252381,18.456508850876173,20.177021532172212
356,369,20694599,89.820279417303666,14.829396887564721
357,370,26539,0.115186595084825,27.363201326349902
358,371,425466,1.846640034076646,25.362355628886913
359,372,98518,0.427595349280937,28.552975090846342
360,373,675919,2.933675276504004,25.629684917867376
361,374,80823,0.350794158579479,21.936268141494377
362,375,112651,0.488936475485158,20.982414714472132
363,376,3159672,13.713849778245557,21.901826518701942
364,377,5264355,22.848755709249534,19.718806007573576
365,378,2477194,10.751706628906806,22.787544294068208
366,379,604645,2.624326417162061,25.614252991424721
367,380,421323,1.828658268997463,25.663016260683609
368,381,1344385,5.835002473081590,23.372233400402415
369,382,240595,1.044248797785653,26.025711257507428
370,383,1293909,5.615922682075839,26.039369074641261
371,384,1544726,6.704537785108754,25.561474332664822
372,385,1521165,6.602276533110052,22.050256218095999
373,386,1376839,5.975861803006715,25.115046857330452
374,387,4457,0.019344611865295,37.494278662777653
375,390,1548202,6.719624585836545,16.030094264185163
376,391,1446245,6.277103026054206,18.650465861593297
377,392,1150439,4.993223228561395,26.349716064910872
378,393,3860937,16.757533700102435,18.911765201037987
379,394,111019,0.481853144418485,20.862960394166763
380,395,1252997,5.438353294453458,21.280501868719558
381,396,1563324,6.785258245389381,24.204112519221862
382,397,1159540,5.032724083976708,26.372114804146470
383,398,536567,2.328849081159020,24.839201814498470
384,399,1781200,7.730900303895780,22.822438243880530
385,400,971650,4.217229553267648,37.109939793135389
386,401,1406744,6.105657768416553,25.073537900286052
387,402,990028,4.296995152742719,39.898333178455559
388,403,451909,1.961409962628137,26.485294605772403
389,404,747503,3.244369621526503,34.208312207442646
390,405,13215409,57.358527652260847,23.971511816244202
391,406,16160385,70.140537450916682,8.174581793688702
392,407,1951573,8.470366213100606,15.253464769188751
393,408,1919806,8.332488653054650,31.578936100835190
394,409,2879021,12.495746869426416,16.797035520060465
395,410,27276,0.118385378783439,22.592278926528817
396,411,403285,1.750368363494616,26.143102272586383
397,412,1252561,5.436460933947902,26.034701703150585
398,413,88293,0.383216023204508,29.723409556816510
399,414,297756,1.292343336451152,28.425892341380191
400,415,365139,1.584804180363913,31.087418763813233
401,416,2113588,9.173556092247066,31.153387036641011
402,417,202181,0.877521420582727,29.025279328918149
403,418,1740694,7.555093068487290,27.515578843840444
404,419,4877250,21.168613017727203,27.570202675688144
405,420,4952304,21.494368121819157,20.495604874014195
406,421,2918205,12.665816259448789,20.721053181664757
407,422,1025670,4.451691283795634,19.036879308159545
408,423,6867898,29.808575530723793,20.673688659907295
409,424,67,0.000290798518056,41.373134328358212
410,425,771,0.003346353095836,29.647211413748380
411,426,2818890,12.234761709885905,24.271175178882469
412,427,5263,0.022842874634743,22.907467224016720
413,428,17098287,74.211291356611980,9.827319134367086
414,429,23181037,100.612107561149401,14.011392889800399
415,430,2259832,9.808295472464298,26.800630312341802
416,431,4319,0.018745653723628,24.221579069228987
417,432,7831,0.033988704401419,24.299067807431999
418,433,35397,0.153632763337637,23.860722660112440
419,434,12765117,55.404135916553550,25.492531717492287
420,435,384,0.001666666133335,31.229166666666668
421,436,1358420,5.895918252199699,25.768759293885545
422,437,53430,0.231900967458540,23.515721504772600
423,438,17578594,76.295956488131893,16.214989662995801
424,439,26615639,115.519229526993243,15.346631580027067
425,440,4587,0.019908847795851,32.406147809025505
426,441,89888623,390.141468036982474,54.279362739820812
427,442,361060,1.567100192973619,20.338708247936630
428,443,7564533,32.832163972900098,28.661640051011741
429,444,7481481,32.471695338249773,28.140200850606984
