"ID"	"Order"	"Family"	"Genus"	"Apomixis(Yes/Uncertain)"	"Apospory"	"Diplospory"	"Apospory&Diplospory"	"AdventitiousEmbryony"	"Remarks"	
"393"	"Crossosomatales"	"Stachyuraceae"	""	""	""	""	""	""	""
"394"	"Crossosomatales"	"Staphyleaceae"	""	""	""	""	""	""	""
"395"	"Crossosomatales"	"Strasburgeriaceae (including Ixerbaceae)"	""	""	""	""	""	""	""
"297"	"Cucurbitales"	"Anisophylleaceae"	""	""	""	""	""	""	""
"298"	"Cucurbitales"	"Begoniaceae"	""	""	""	""	""	""	""
"300"	"Cucurbitales"	"Coriariaceae"	""	""	""	""	""	""	""
"299"	"Cucurbitales"	"Corynocarpaceae"	""	""	""	""	""	""	""
"306"	"Cucurbitales"	"Cucurbitaceae"	"Bryonia"	"U"	""	""	""	""	""
"302"	"Cucurbitales"	"Cucurbitaceae"	"Luffa"	"Y"	""	"Y"	""	""	""
"304"	"Cucurbitales"	"Cucurbitaceae"	"Momordica"	"Y"	""	"Y"	""	"Y"	""
"305"	"Cucurbitales"	"Cucurbitaceae"	"Sicyos"	"Y"	""	""	""	"Y"	""
"307"	"Cucurbitales"	"Datiscaceae"	""	""	""	""	""	""	""
"308"	"Cucurbitales"	"Tetramelaceae"	""	""	""	""	""	""	""
"46"	"Dioscoreales"	"Burmanniaceae"	"Burmannia"	"Y"	""	"Y"	""	""	""
"48"	"Dioscoreales"	"Nartheciaceae"	""	""	""	""	""	""	""
"660"	"Dipsacales"	"Caprifoliaceae (including Diervillaceae, Linnaeaceae, Morinaceae, Dipsacaceae, Valerianaceae)"	"Scabiosa"	"Y"	""	""	""	"Y"	""
"659"	"Dipsacales"	"Caprifoliaceae (including Diervillaceae, Linnaeaceae, Morinaceae, Dipsacaceae, Valerianaceae)"	""	""	""	""	""	""	""
"511"	"Ericales"	"Actinidiaceae"	""	""	""	""	""	""	""
"513"	"Ericales"	"Balsaminaceae"	""	""	""	""	""	""	""
"512"	"Ericales"	"Balsaminaceae"	""	""	""	""	""	""	""
"514"	"Ericales"	"Clethraceae"	""	""	""	""	""	""	""
"516"	"Ericales"	"Diapensiaceae"	""	""	""	""	""	""	""
"517"	"Ericales"	"Ebenaceae"	""	""	""	""	""	""	""
"518"	"Ericales"	"Ericaceae"	""	""	""	""	""	""	""
"519"	"Ericales"	"Fouquieriaceae"	""	""	""	""	""	""	""
"520"	"Ericales"	"Lecythidaceae"	"Cariniana"	"Y"	""	""	""	"Y"	""
"521"	"Ericales"	"Marcgraviaceae"	""	""	""	""	""	""	""
"522"	"Ericales"	"Mitrastemonaceae"	""	""	""	""	""	""	""
"523"	"Ericales"	"Pentaphylacaceae"	""	""	""	""	""	""	""
"524"	"Ericales"	"Polemoniaceae"	""	""	""	""	""	""	""
"525"	"Ericales"	"Primulaceae (including Maesaceae, Theophrastaceae, Myrsinaceae)"	"Ardisia"	"Y"	""	""	""	"Y"	""
"532"	"Ericales"	"Roridulaceae"	""	""	""	""	""	""	""
"526"	"Ericales"	"Sapotaceae"	""	""	""	""	""	""	""
"533"	"Ericales"	"Sarraceniaceae"	""	""	""	""	""	""	""
"527"	"Ericales"	"Sladeniaceae"	""	""	""	""	""	""	""
"528"	"Ericales"	"Styracaceae"	""	""	""	""	""	""	""
"529"	"Ericales"	"Symplocaceae"	"Symplocos"	"Y"	""	""	""	"Y"	""
"530"	"Ericales"	"Tetrameristaceae"	""	""	""	""	""	""	""
"531"	"Ericales"	"Theaceae"	""	""	""	""	""	""	""
"654"	"Escalloniales"	"Escalloniaceae (including Polyosmaceae)"	""	""	""	""	""	""	""
"309"	"Fabales"	"Fabaceae"	"Acacia"	"Y"	""	""	""	"Y"	""
"310"	"Fabales"	"Fabaceae"	"Cassia"	"Y"	""	""	""	"Y"	""
"311"	"Fabales"	"Fabaceae"	"Copaifera"	"Y"	""	""	""	"Y"	""
"312"	"Fabales"	"Fabaceae"	"Millettia"	"Y"	""	""	""	"Y"	""
"314"	"Fabales"	"Polygalaceae"	""	""	""	""	""	""	""
"315"	"Fabales"	"Quillajaceae"	""	""	""	""	""	""	""
"316"	"Fabales"	"Surianaceae"	""	""	""	""	""	""	""
"317"	"Fagales"	"Betulaceae"	"Alnus"	"Y"	""	"Y"	""	"Y"	""
"318"	"Fagales"	"Betulaceae"	"Betula"	"Y"	""	""	""	"Y"	""
"319"	"Fagales"	"Betulaceae"	"Duschekia"	"Y"	""	""	""	"Y"	""
"320"	"Fagales"	"Casuarinaceae"	"Casuarina"	"Y"	""	"Y"	""	""	""
"321"	"Fagales"	"Fagaceae"	""	""	""	""	""	""	""
"323"	"Fagales"	"Juglandaceae (including Rhoipteleaceae)"	"Carya"	"Y"	""	""	""	"Y"	""
"324"	"Fagales"	"Myricaceae"	""	""	""	""	""	""	""
"325"	"Fagales"	"Nothofagaceae"	""	""	""	""	""	""	""
"326"	"Fagales"	"Ticodendraceae"	""	""	""	""	""	""	""
"541"	"Garryales"	"Eucommiaceae"	""	""	""	""	""	""	""
"542"	"Garryales"	"Garryaceae"	""	""	""	""	""	""	""
"543"	"Gentianales"	"Apocynaceae"	"Cynanchum (Vincetoxicum)"	"Y"	""	""	""	"Y"	""
"544"	"Gentianales"	"Apocynaceae"	"Hancornia"	"Y"	""	""	""	"Y"	""
"545"	"Gentianales"	"Apocynaceae"	"Vincetoxicum"	"Y"	""	""	""	"Y"	""
"546"	"Gentianales"	"Gelsemiaceae"	""	""	""	""	""	""	""
"547"	"Gentianales"	"Gentianaceae"	""	""	""	""	""	""	""
"548"	"Gentianales"	"Loganiaceae"	""	""	""	""	""	""	""
"549"	"Gentianales"	"Rubiaceae"	"Coprosma"	"Y"	""	""	""	""	""
"550"	"Gentianales"	"Rubiaceae"	"Genipa"	"Y"	""	""	""	"Y"	""
"356"	"Geraniales"	"Geraniaceae"	""	""	""	""	""	""	""
"357"	"Geraniales"	"Melianthaceae (Francoaceae)"	""	""	""	""	""	""	""
"358"	"Geraniales"	"Vivianiaceae (including Ledocarpaceae)"	""	""	""	""	""	""	""
"219"	"Gunnerales"	"Gunneraceae"	""	""	""	""	""	""	""
"220"	"Gunnerales"	"Myrothamnaceae"	""	""	""	""	""	""	""
"397"	"Huerteales"	"Dipentodontaceae"	""	""	""	""	""	""	""
"398"	"Huerteales"	"Gerrardinaceae"	""	""	""	""	""	""	""
"399"	"Huerteales"	"Tapisciaceae"	""	""	""	""	""	""	""
"551"	"Lamiales"	"Acanthaceae"	""	""	""	""	""	""	""
"552"	"Lamiales"	"Bignoniaceae"	"Handroanthus"	"Y"	""	""	""	"Y"	""
"553"	"Lamiales"	"Bignoniaceae"	"Tabebuia"	"Y"	""	""	""	"Y"	""
"554"	"Lamiales"	"Byblidaceae"	""	""	""	""	""	""	""
"555"	"Lamiales"	"Calceolariaceae"	""	""	""	""	""	""	""
"556"	"Lamiales"	"Carlemanniaceae"	""	""	""	""	""	""	""
"557"	"Lamiales"	"Gesneriaceae"	""	""	""	""	""	""	""
"558"	"Lamiales"	"Lamiaceae"	""	""	""	""	""	""	""
"559"	"Lamiales"	"Lentibulariaceae"	""	""	""	""	""	""	""
"560"	"Lamiales"	"Linderniaceae"	""	""	""	""	""	""	""
"561"	"Lamiales"	"Martyniaceae"	""	""	""	""	""	""	""
"562"	"Lamiales"	"Oleaceae"	""	""	""	""	""	""	""
"564"	"Lamiales"	"Orobanchaceae"	"Cistanche"	"Y"	""	"Y"	""	""	""
"563"	"Lamiales"	"Orobanchaceae"	"Orobanche"	"Y"	""	"Y"	""	""	""
"565"	"Lamiales"	"Paulowniaceae"	""	""	""	""	""	""	""
"566"	"Lamiales"	"Pedaliaceae"	""	""	""	""	""	""	""
"567"	"Lamiales"	"Phrymaceae"	""	""	""	""	""	""	""
"569"	"Lamiales"	"Plocospermataceae"	""	""	""	""	""	""	""
"570"	"Lamiales"	"Schlegeliaceae"	""	""	""	""	""	""	""
"571"	"Lamiales"	"Scrophulariaceae"	""	""	""	""	""	""	""
"572"	"Lamiales"	"Stilbaceae"	""	""	""	""	""	""	""
"573"	"Lamiales"	"Tetrachondraceae"	""	""	""	""	""	""	""
"574"	"Lamiales"	"Thomandersiaceae"	""	""	""	""	""	""	""
"575"	"Lamiales"	"Verbenaceae"	""	""	""	""	""	""	""
"16"	"Laurales"	"Atherospermataceae"	""	""	""	""	""	""	""
"17"	"Laurales"	"Calycanthaceae"	"Calycanthus"	"Y"	""	""	""	"Y"	""
"18"	"Laurales"	"Calycanthaceae"	"Chimonanthus"	"Y"	""	""	""	"Y"	""
"19"	"Laurales"	"Gomortegaceae"	""	""	""	""	""	""	""
"20"	"Laurales"	"Hernandiaceae"	""	""	""	""	""	""	""
"22"	"Laurales"	"Monimiaceae"	""	""	""	""	""	""	""
"23"	"Laurales"	"Siparunaceae"	""	""	""	""	""	""	""
"54"	"Liliales"	"Alstroemeriaceae (including Luzuriagaceae)"	""	""	""	""	""	""	""
"55"	"Liliales"	"Campynemataceae"	""	""	""	""	""	""	""
"56"	"Liliales"	"Colchicaceae"	"Colchicum"	"Y"	""	""	""	"Y"	""
"57"	"Liliales"	"Corsiaceae"	""	""	""	""	""	""	""
"58"	"Liliales"	"Liliaceae"	"Erythronium"	"Y"	""	""	""	"Y"	""
"59"	"Liliales"	"Liliaceae"	"Lilium"	"Y"	""	"Y"	""	""	""
"60"	"Liliales"	"Liliaceae"	"Tulipa (Amana)"	"Y"	""	""	""	"Y"	""
"61"	"Liliales"	"Melanthiaceae"	"Trillium"	"Y"	""	""	""	"Y"	""
"62"	"Liliales"	"Petermanniaceae"	""	""	""	""	""	""	""
"63"	"Liliales"	"Philesiaceae"	""	""	""	""	""	""	""
"64"	"Liliales"	"Rhipogonaceae"	""	""	""	""	""	""	""
"65"	"Liliales"	"Smilacaceae"	"Smilacina"	"Y"	""	""	""	"Y"	""
"24"	"Magnoliales"	"Annonaceae"	""	""	""	""	""	""	""
"25"	"Magnoliales"	"Degeneriaceae"	""	""	""	""	""	""	""
"26"	"Magnoliales"	"Eupomatiaceae"	""	""	""	""	""	""	""
"27"	"Magnoliales"	"Himantandraceae"	""	""	""	""	""	""	""
"29"	"Magnoliales"	"Myristicaceae"	""	""	""	""	""	""	""
"250"	"Malpighiales"	"Achariaceae"	""	""	""	""	""	""	""
"251"	"Malpighiales"	"Balanopaceae"	""	""	""	""	""	""	""
"252"	"Malpighiales"	"Bonnetiaceae"	""	""	""	""	""	""	""
"253"	"Malpighiales"	"Calophyllaceae"	""	""	""	""	""	""	""
"254"	"Malpighiales"	"Caryocaraceae"	""	""	""	""	""	""	""
"255"	"Malpighiales"	"Centroplacaceae"	""	""	""	""	""	""	""
"256"	"Malpighiales"	"Chrysobalanaceae"	""	""	""	""	""	""	""
"257"	"Malpighiales"	"Clusiaceae"	"Clusia"	"Y"	""	""	""	"Y"	""
"258"	"Malpighiales"	"Clusiaceae"	"Garcinia"	"Y"	""	"Y"	""	"Y"	""
"259"	"Malpighiales"	"Ctenolophonaceae"	""	""	""	""	""	""	""
"260"	"Malpighiales"	"Dichapetalaceae"	""	""	""	""	""	""	""
"261"	"Malpighiales"	"Elatinaceae"	""	""	""	""	""	""	""
"264"	"Malpighiales"	"Euphorbiaceae"	"Alchornea (Coelebogune)"	"Y"	""	""	""	"Y"	""
"265"	"Malpighiales"	"Euphorbiaceae"	"Cnidoscolus (Jussieuia)"	"Y"	""	""	""	"Y"	""
"266"	"Malpighiales"	"Euphorbiaceae"	"Euphorbia"	"Y"	""	""	""	"Y"	""
"267"	"Malpighiales"	"Euphorbiaceae"	"Mallotus"	"Y"	""	""	""	"Y"	""
"263"	"Malpighiales"	"Euphroniaceae"	""	""	""	""	""	""	""
"269"	"Malpighiales"	"Goupiaceae"	""	""	""	""	""	""	""
"270"	"Malpighiales"	"Humiriaceae"	""	""	""	""	""	""	""
"272"	"Malpighiales"	"Irvingiaceae"	""	""	""	""	""	""	""
"273"	"Malpighiales"	"Ixonanthaceae"	""	""	""	""	""	""	""
"274"	"Malpighiales"	"Lacistemataceae"	""	""	""	""	""	""	""
"275"	"Malpighiales"	"Linaceae"	""	""	""	""	""	""	""
"276"	"Malpighiales"	"Lophopyxidaceae"	""	""	""	""	""	""	""
"277"	"Malpighiales"	"Malpighiaceae"	"Aspicarpa"	"Y"	""	""	""	"Y"	""
"278"	"Malpighiales"	"Malpighiaceae"	"Banisteriopsis"	"Y"	""	""	""	"Y"	""
"279"	"Malpighiales"	"Malpighiaceae"	"Byrsonima"	"Y"	""	""	""	"Y"	""
"280"	"Malpighiales"	"Malpighiaceae"	"Galphimia (Thryallis)"	"Y"	""	""	""	"Y"	""
"281"	"Malpighiales"	"Malpighiaceae"	"Heteropterys"	"Y"	""	""	""	"Y"	""
"283"	"Malpighiales"	"Malpighiaceae"	"Malpighia"	"Y"	""	""	""	"Y"	""
"284"	"Malpighiales"	"Malpighiaceae"	"Stigmaphyllon"	"Y"	""	""	""	"Y"	""
"286"	"Malpighiales"	"Pandaceae"	""	""	""	""	""	""	""
"287"	"Malpighiales"	"Passifloraceae (including Malesherbiaceae, Turneraceae)"	""	""	""	""	""	""	""
"288"	"Malpighiales"	"Phyllanthaceae"	"Uapaca"	"Y"	""	""	""	"Y"	""
"289"	"Malpighiales"	"Picrodendraceae"	""	""	""	""	""	""	""
"290"	"Malpighiales"	"Podostemaceae"	""	""	""	""	""	""	""
"291"	"Malpighiales"	"Putranjivaceae"	""	""	""	""	""	""	""
"292"	"Malpighiales"	"Rafflesiaceae"	""	""	""	""	""	""	""
"293"	"Malpighiales"	"Rhizophoraceae"	""	""	""	""	""	""	""
"294"	"Malpighiales"	"Salicaceae (including Trichostephanus)"	"Salix"	"Y"	""	""	""	"Y"	""
"295"	"Malpighiales"	"Trigoniaceae"	""	""	""	""	""	""	""
"296"	"Malpighiales"	"Violaceae"	""	""	""	""	""	""	""
"418"	"Malvales"	"Bixaceae"	""	""	""	""	""	""	""
"419"	"Malvales"	"Cistaceae"	""	""	""	""	""	""	""
"420"	"Malvales"	"Cytinaceae (including Bdallophyton)"	""	""	""	""	""	""	""
"421"	"Malvales"	"Dipterocarpaceae"	"Dipterocarpus"	"Y"	""	""	""	"Y"	""
"422"	"Malvales"	"Dipterocarpaceae"	"Hopea"	"Y"	""	""	""	"Y"	""
"423"	"Malvales"	"Dipterocarpaceae"	"Shorea"	"Y"	""	""	""	"Y"	""
"424"	"Malvales"	"Dipterocarpaceae"	"Stemonoporus"	"Y"	""	""	""	""	""
"425"	"Malvales"	"Malvaceae (including Bombacaceae)"	"Bombacopsis (Pachira)"	"Y"	""	""	""	"Y"	""
"426"	"Malvales"	"Malvaceae (including Bombacaceae)"	"Eriotheca"	"Y"	""	""	""	"Y"	""
"427"	"Malvales"	"Malvaceae (including Bombacaceae)"	"Pachira"	"Y"	""	""	""	"Y"	""
"428"	"Malvales"	"Muntingiaceae"	""	""	""	""	""	""	""
"429"	"Malvales"	"Neuradaceae"	""	""	""	""	""	""	""
"432"	"Malvales"	"Sarcolaenaceae"	""	""	""	""	""	""	""
"433"	"Malvales"	"Sphaerosepalaceae"	""	""	""	""	""	""	""
"430"	"Malvales"	"Thymelaeaceae"	"Daphne"	"Y"	""	""	""	"Y"	""
"431"	"Malvales"	"Thymelaeaceae"	"Wikstroemia"	"Y"	""	"Y"	""	""	""
"359"	"Myrtales"	"Alzateaceae"	""	""	""	""	""	""	""
"360"	"Myrtales"	"Combretaceae"	"Combretum (Poivrea)"	"Y"	""	""	""	"Y"	""
"361"	"Myrtales"	"Crypteroniaceae"	""	""	""	""	""	""	""
"362"	"Myrtales"	"Lythraceae"	""	""	""	""	""	""	""
"363"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Aciotis"	"Y"	""	""	""	""	""
"364"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Clidemia"	"Y"	""	""	""	""	""
"365"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Comolia"	"Y"	""	""	""	""	""
"366"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Henriettea"	"Y"	""	""	""	""	""
"367"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Leandra"	"Y"	""	""	""	""	""
"368"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Macairea"	"Y"	""	""	""	""	""
"369"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Maieta"	"Y"	""	""	""	""	""
"370"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Melastoma"	"Y"	""	""	""	"Y"	""
"371"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Meriania"	"Y"	""	""	""	""	""
"372"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Miconia"	"Y"	""	""	""	""	""
"373"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Microlicia"	"Y"	""	""	""	""	""
"374"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Osbeckia"	"Y"	""	""	""	"Y"	""
"375"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Ossaea"	"Y"	""	""	""	""	""
"376"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Pterolepis"	"Y"	""	""	""	""	""
"378"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Sandemania"	"Y"	""	""	""	""	""
"379"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Sonerila"	"Y"	""	""	""	"Y"	""
"380"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Tibouchina"	"Y"	""	""	""	""	""
"381"	"Myrtales"	"Melastomataceae (including Memecylaceae)"	"Topobea"	"Y"	""	""	""	"Y"	""
"382"	"Myrtales"	"Myrtaceae"	"Callistemon"	"Y"	""	""	""	"Y"	""
"384"	"Myrtales"	"Onagraceae"	"Clarkia"	"Y"	""	""	""	"Y"	""
"385"	"Myrtales"	"Onagraceae"	"Epilobium (Zauschneria)"	"Y"	""	""	""	"Y"	""
"386"	"Myrtales"	"Onagraceae"	"Oenothera"	"Y"	""	""	""	"Y"	""
"387"	"Myrtales"	"Penaeaceae (including Rhynchocalycaceae, Oliniaceae)"	""	""	""	""	""	""	""
"388"	"Myrtales"	"Vochysiaceae"	""	""	""	""	""	""	""
"2"	"Nymphaeales"	"Cabombaceae"	""	""	""	""	""	""	""
"3"	"Nymphaeales"	"Hydatellaceae"	"Trithuria (Hydatella)"	"U"	""	""	""	""	""
"4"	"Nymphaeales"	"Nymphaeaceae"	""	""	""	""	""	""	""
"243"	"Oxalidales"	"Brunelliaceae"	""	""	""	""	""	""	""
"244"	"Oxalidales"	"Cephalotaceae"	""	""	""	""	""	""	""
"245"	"Oxalidales"	"Connaraceae"	""	""	""	""	""	""	""
"246"	"Oxalidales"	"Cunoniaceae"	""	""	""	""	""	""	""
"247"	"Oxalidales"	"Elaeocarpaceae"	""	""	""	""	""	""	""
"248"	"Oxalidales"	"Huaceae"	""	""	""	""	""	""	""
"249"	"Oxalidales"	"Oxalidaceae"	""	""	""	""	""	""	""
"49"	"Pandanales"	"Cyclanthaceae"	""	""	""	""	""	""	""
"50"	"Pandanales"	"Pandanaceae"	""	""	""	""	""	""	""
"51"	"Pandanales"	"Stemonaceae"	""	""	""	""	""	""	""
"52"	"Pandanales"	"Triuridaceae"	""	""	""	""	""	""	""
"53"	"Pandanales"	"Velloziaceae"	""	""	""	""	""	""	""
"657"	"Paracryphiales"	"Paracryphiaceae (including Quintiniaceae, Sphenostemonaceae)"	""	""	""	""	""	""	""
"45"	"Petrosaviales"	"Petrosaviaceae"	""	""	""	""	""	""	""
"396"	"Picramniales"	"Picramniaceae"	""	""	""	""	""	""	""
"11"	"Piperales"	"Aristolochiaceae"	""	""	""	""	""	""	""
"12"	"Piperales"	"Hydnoraceae"	""	""	""	""	""	""	""
"13"	"Piperales"	"Lactoridaceae"	""	""	""	""	""	""	""
"14"	"Piperales"	"Piperaceae"	""	""	""	""	""	""	""
"15"	"Piperales"	"Saururaceae"	"Houttuynia"	"Y"	""	"Y"	""	""	""
"223"	"Placed Saxifragales"	"Altingiaceae"	""	""	""	""	""	""	""
"224"	"Placed Saxifragales"	"Aphanopetalaceae"	""	""	""	""	""	""	""
"225"	"Placed Saxifragales"	"Cercidiphyllaceae"	""	""	""	""	""	""	""
"226"	"Placed Saxifragales"	"Crassulaceae"	""	""	""	""	""	""	""
"227"	"Placed Saxifragales"	"Daphniphyllaceae"	""	""	""	""	""	""	""
"228"	"Placed Saxifragales"	"Grossulariaceae"	"Ribes"	"Y"	""	""	""	"Y"	""
"229"	"Placed Saxifragales"	"Haloragaceae"	""	""	""	""	""	""	""
"230"	"Placed Saxifragales"	"Hamamelidaceae"	""	""	""	""	""	""	""
"231"	"Placed Saxifragales"	"Iteaceae (including Pterostemonaceae)"	""	""	""	""	""	""	""
"232"	"Placed Saxifragales"	"Paeoniaceae"	"Paeonia"	"Y"	""	"Y"	""	"Y"	""
"233"	"Placed Saxifragales"	"Penthoraceae"	""	""	""	""	""	""	""
"234"	"Placed Saxifragales"	"Peridiscaceae"	""	""	""	""	""	""	""
"235"	"Placed Saxifragales"	"Saxifragaceae"	""	""	""	""	""	""	""
"236"	"Placed Saxifragales"	"Tetracarpaeaceae"	""	""	""	""	""	""	""
"112"	"Poales"	"Anarthriaceae"	""	""	""	""	""	""	""
"113"	"Poales"	"Bromeliaceae"	""	""	""	""	""	""	""
"114"	"Poales"	"Centrolepidaceae"	""	""	""	""	""	""	""
"115"	"Poales"	"Cyperaceae"	""	""	""	""	""	""	""
"116"	"Poales"	"Ecdeiocoleaceae"	""	""	""	""	""	""	""
"117"	"Poales"	"Eriocaulaceae"	""	""	""	""	""	""	""
"118"	"Poales"	"Flagellariaceae"	""	""	""	""	""	""	""
"119"	"Poales"	"Joinvilleaceae"	""	""	""	""	""	""	""
"120"	"Poales"	"Juncaceae"	""	""	""	""	""	""	""
"121"	"Poales"	"Mayacaceae"	""	""	""	""	""	""	""
"129"	"Poales"	"Poaceae"	"Bromus"	"Y"	""	""	""	"Y"	""
"131"	"Poales"	"Poaceae"	"Calamagrostis"	"Y"	""	"Y"	""	""	""
"136"	"Poales"	"Poaceae"	"Coix"	"Y"	""	""	""	""	""
"142"	"Poales"	"Poaceae"	"Elymus (Agropyron)"	"Y"	""	"Y"	""	""	""
"143"	"Poales"	"Poaceae"	"Eragrostis"	"Y"	""	"Y"	""	""	""
"149"	"Poales"	"Poaceae"	"Festuca"	"Y"	""	""	""	""	""
"159"	"Poales"	"Poaceae"	"Oryza"	"Y"	""	""	""	"Y"	""
"164"	"Poales"	"Poaceae"	"Phleum"	"Y"	""	"Y"	""	""	""
"166"	"Poales"	"Poaceae"	"Potamophila"	"Y"	""	"Y"	""	""	""
"169"	"Poales"	"Poaceae"	"Saccharum"	"Y"	""	"Y"	""	""	""
"181"	"Poales"	"Poaceae"	"Tripsacum"	"Y"	""	"Y"	""	""	""
"183"	"Poales"	"Rapateaceae"	""	""	""	""	""	""	""
"184"	"Poales"	"Restionaceae"	""	""	""	""	""	""	""
"185"	"Poales"	"Thurniaceae"	""	""	""	""	""	""	""
"186"	"Poales"	"Typhaceae (Sparganiaceae)"	""	""	""	""	""	""	""
"187"	"Poales"	"Xyridaceae"	""	""	""	""	""	""	""
"212"	"Proteales"	"Nelumbonaceae"	""	""	""	""	""	""	""
"213"	"Proteales"	"Platanaceae"	""	""	""	""	""	""	""
"214"	"Proteales"	"Proteaceae"	""	""	""	""	""	""	""
"202"	"Ranunculales"	"Berberidaceae"	""	""	""	""	""	""	""
"203"	"Ranunculales"	"Circaeasteraceae"	""	""	""	""	""	""	""
"204"	"Ranunculales"	"Eupteleaceae"	""	""	""	""	""	""	""
"205"	"Ranunculales"	"Lardizabalaceae"	""	""	""	""	""	""	""
"206"	"Ranunculales"	"Menispermaceae"	""	""	""	""	""	""	""
"207"	"Ranunculales"	"Papaveraceae"	""	""	""	""	""	""	""
"208"	"Ranunculales"	"Ranunculaceae"	"Ficaria"	"U"	""	""	""	""	""
"210"	"Ranunculales"	"Ranunculaceae"	"Thalictrum"	"Y"	""	""	""	"Y"	""
"327"	"Rosales"	"Barbeyaceae"	""	""	""	""	""	""	""
"328"	"Rosales"	"Cannabaceae"	"Humulus"	"Y"	""	""	""	""	""
"329"	"Rosales"	"Dirachmaceae"	""	""	""	""	""	""	""
"330"	"Rosales"	"Elaeagnaceae"	""	""	""	""	""	""	""
"331"	"Rosales"	"Moraceae"	"Ficus"	"Y"	""	""	""	"Y"	""
"332"	"Rosales"	"Moraceae"	"Morus"	"Y"	""	""	""	"Y"	""
"333"	"Rosales"	"Moraceae"	"Streblus"	"Y"	""	""	""	"Y"	""
"350"	"Rosales"	"Rhamnaceae"	"Pomaderris"	"Y"	""	"Y"	""	""	""
"351"	"Rosales"	"Rhamnaceae"	"Zizyphus (Ziziphus)"	"Y"	""	""	""	"Y"	""
"342"	"Rosales"	"Rosaceae"	"Parageum"	"Y"	""	"Y"	""	""	""
"352"	"Rosales"	"Ulmaceae"	""	""	""	""	""	""	""
"353"	"Rosales"	"Urticaceae"	"Boehmeria"	"Y"	""	"Y"	""	""	""
"354"	"Rosales"	"Urticaceae"	"Dorstenia"	"Y"	""	"Y"	""	""	""
"460"	"Santalales"	"Balanophoraceae"	"Balanophora"	"Y"	""	"Y"	""	""	""
"461"	"Santalales"	"Loranthaceae"	""	""	""	""	""	""	""
"462"	"Santalales"	"Misodendraceae"	""	""	""	""	""	""	""
"463"	"Santalales"	"Olacaceae (including Erythropalaceae)"	""	""	""	""	""	""	""
"464"	"Santalales"	"Opiliaceae"	""	""	""	""	""	""	""
"465"	"Santalales"	"Santalaceae"	""	""	""	""	""	""	""
"466"	"Santalales"	"Schoepfiaceae"	""	""	""	""	""	""	""
"434"	"Sapindales"	"Anacardiaceae"	"Astronium"	"Y"	""	""	""	"Y"	""
"435"	"Sapindales"	"Anacardiaceae"	"Mangifera"	"Y"	""	""	""	"Y"	""
"436"	"Sapindales"	"Anacardiaceae"	"Myracrodruon"	"Y"	""	""	""	"Y"	""
"437"	"Sapindales"	"Anacardiaceae"	"Tapirira"	"Y"	""	""	""	"Y"	""
"438"	"Sapindales"	"Biebersteiniaceae"	""	""	""	""	""	""	""
"440"	"Sapindales"	"Burseraceae"	"Garuga"	"Y"	""	""	""	"Y"	""
"441"	"Sapindales"	"Kirkiaceae"	""	""	""	""	""	""	""
"442"	"Sapindales"	"Meliaceae"	"Aphanamixis"	"Y"	""	""	""	"Y"	""
"443"	"Sapindales"	"Meliaceae"	"Lansium"	"Y"	""	""	""	"Y"	""
"444"	"Sapindales"	"Nitrariaceae"	""	""	""	""	""	""	""
"445"	"Sapindales"	"Rutaceae"	"Aegle"	"Y"	""	""	""	"Y"	""
"446"	"Sapindales"	"Rutaceae"	"Citrus"	"Y"	""	""	""	"Y"	""
"447"	"Sapindales"	"Rutaceae"	"Feroniella"	"Y"	""	""	""	"Y"	""
"448"	"Sapindales"	"Rutaceae"	"Fortunella"	"Y"	""	""	""	"Y"	""
"449"	"Sapindales"	"Rutaceae"	"Murraya"	"Y"	""	""	""	"Y"	""
"450"	"Sapindales"	"Rutaceae"	"Poncirus"	"Y"	""	""	""	"Y"	""
"451"	"Sapindales"	"Rutaceae"	"Ptelea"	"Y"	""	""	""	"Y"	""
"452"	"Sapindales"	"Rutaceae"	"Ruta (Haplophyllum)"	"Y"	""	""	""	"Y"	""
"454"	"Sapindales"	"Rutaceae"	"Triphasia"	"Y"	""	""	""	"Y"	""
"455"	"Sapindales"	"Rutaceae"	"Zanthoxylum (Xanthoxylum)"	"Y"	""	""	""	"Y"	""
"456"	"Sapindales"	"Sapindaceae"	"Magonia"	"Y"	""	""	""	"Y"	""
"457"	"Sapindales"	"Simaroubaceae"	""	""	""	""	""	""	""
